Article_Number,Spatial_Scale,Primary_Enviro_Variable,Secondary_Enviro_Variable,Primary_Management_Type,Secondary_Management_Type,Third_Management_Type,Primary_Farm_Type,Secondary_Farm_Type,Primary_Farm_Specific,Secondary_Farm_Specific,Continent,Country,Climate,Biome,Lat,Long,Primary_Habitat,Secondary_Habitat,Primary_Taxon,Secondary_Taxon,Third_Taxon,Primary_Ecosystem_Service,Secondary_Ecosystem_Service,Primary_Method,Secondary_Method,Third_Method,Primary_Result,Secondary_Result,Third_Result,Fourth_Result,Functional_Groups,Primary_Functional,Secondary_Functional,Third_Functional,Notes
315,Site,Proportion_Flowers,Veg_Species_Rich,Conventional,AgEnviroScheme,NA,Livestock,Pasture,Dairy,Grass,Europe,Germany,Temperate,Temperate_Forest,54.466667,9.966667,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Sweep_Netting,NA,NA,Abundance,Diversity,NA,NA,No,NA,NA,NA,
316,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Veg_Fruit_Ground,NA,Blueberry,Cucumber,North_America,USA,Temperate,Temperate_Forest,NA,NA,NA,NA,Arachnida,NA,NA,Natural_Enemies,NA,Pitfall_trap,Sweep_Netting,Pan_trap,Abundance,Richness,Diversity,NA,Yes,Hunting_Style,NA,NA,
317,Site,Flower_Diversity,NA,Conventional,NA,NA,Cropping,NA,Oilseed_Rape_Fields,Wheat,Europe,England,Temperate,Temperate_Forest,-1.1860291,51.633256,NA,NA,Plant_Dwelling,Surface_Active,Flying_Community,Biological_Control,Pollination,Exclusion,Visual,,Population_Change,Density,NA,NA,Yes,Microhabitat_Preference,NA,NA,
318,Both,Proportion_Habitat,Flower_Species,Commercial,NA,NA,Veg_Fruit_Ground,NA,Vineyard,NA,North_America,USA,Temperate,Temperate_Forest,NA,NA,Woodland,Riparian,Hymenoptera,NA,NA,Pollination,NA,Sweep_Netting,NA,NA,Abundance,Diversity,Richness,NA,No,NA,NA,NA,
319,Site,Proportion_Veg,Veg_Composition,Organic,Integrated_Production,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Africa,South_Africa,Mediterrane,Mediterrane,-33.916667,18.25,Shrublands,NA,Surface_Active,NA,NA,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,NA,NA,Richness,Composition,NA,NA,Yes,Trophic_Group,NA,NA,
320,Landscape,Proportion_Habitat,Proportion_Farming,Organic,Conventional,NA,Unspecified,NA,Unspecified,NA,Europe,Netherlands,Temperate,Temperate_Forest,NA,NA,Woodland,Woodland,Plant_Dwelling,Flying_Community,NA,Natural_Enemies,Pollination,Sweep_Netting,Sticky_Traps,NA,Abundance,NA,NA,NA,Yes,Trophic_Group,NA,NA,
321,Landscape,Proportion_Habitat,NA,Conventional,NA,NA,Orchid,NA,Apple,NA,Asia,China,Temperate,Temperate_Forest,40.033333,115.833333,Woodland,Grassland,Coleoptera,Arachnida,NA,Natural_Enemies,Decomp_Soil_Properties,Pitfall_trap,NA,NA,Abundance,Richness,NA,NA,Yes,Hunting_Style,Diet,NA,
322,Both,Proportion_Veg,Patch_Density,Unspecified,NA,NA,Cropping,NA,Cereal,NA,Oceania,Australia,Temperate,Temperate_Forest,NA,NA,NA,NA,Plant_Dwelling,NA,NA,Biological_Control,NA,Suction,Beat_Sheet,NA,Density,NA,NA,NA,No,NA,NA,NA,
323,Site,Proportion_Veg,NA,Unspecified,NA,NA,Cropping,NA,Oilseed_Rape_Fields,NA,Europe,Czech_Republic,Temperate,Temperate_Forest,NA,NA,NA,NA,Coleoptera,NA,NA,Natural_Enemies,NA,Pitfall_trap,NA,NA,Richness,Activity,Composition,NA,No,NA,NA,NA,
324,Site,Proportion_Veg,Leaf_Litter_Depth,Commercial,NA,NA,Agroforestry,NA,Coffee,Rubber_Plantation,Asia,Vietnam,Tropical_Subtropical,Tropical_Subtropical_Forest,12.783333,107.483333,Forest,Grassland,Isoptera,NA,NA,Decomp_Soil_Properties,NA,Visual,NA,NA,Richness,Composition,Diversity,Abundance,Yes,Diet,NA,NA,
325,Landscape,Distance_To_Habitat,Habitat_Connectivity,AgEnviroScheme,NA,NA,Cropping,NA,Oilseed_Rape_Fields,NA,Europe,Germany,Temperate,Temperate_Forest,NA,NA,Forest,NA,Hymenoptera,Parasitoid,NA,Pollination,Natural_Enemies,Trap_Nests,NA,NA,Richness,Abundance,Parasitism,Mortality_Rate,No,NA,NA,NA,
326,Site,Flower_Species,NA,Low_Input,NA,NA,Agroforestry,NA,Coffee,NA,North_America,Costa_Rica,Tropical_Subtropical,Tropical_Subtropical_Forest,10.283333,-84.8,Forest,NA,Hymenoptera,NA,NA,Pollination,NA,Visual,Malaise_Trap,NA,Density,Richness,NA,NA,Yes,Social_Behaviour,NA,NA,
327,Site,Soil_Properties,NA,Intensity_Gradient,NA,NA,Cropping,NA,Corn,Wheat,South_America,Argentina,Temperate,Temperate_Grasslands,-34.396667,-60.541389,Grassland,NA,Opisthopora,NA,NA,Decomp_Soil_Properties,NA,Soil_Monoliths,NA,NA,Abundance,Composition,Biomass,NA,No,NA,NA,NA,
328,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Veg_Fruit_Ground,Cropping,Vineyard,Various_Crops,Europe,Italy,Temperate,Temperate_Forest,44.766667,11.016667,NA,NA,Coleoptera,Arachnida,Surface_Active,Biological_Control,NA,Pitfall_trap,NA,NA,Abundance,Activity,Diversity,NA,Yes,Diet,Size,NA,
329,Landscape,Proportion_Habitat,NA,Conventional,IPM,NA,Cropping,NA,Corn,NA,Africa,Kenya,Tropical_Subtropical,Tropical_Subtropical_Grasslands,NA,NA,NA,NA,Coleoptera,NA,NA,Biological_Control,NA,Hand_Search,NA,NA,Predation_Rate,NA,NA,NA,Yes,Size,NA,NA,
330,No_Enviro_Variable,NA,NA,Conventional,NA,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,Italy,Temperate,Temperate_Forest,45.653333,12.4275,NA,NA,Hymenoptera,Diptera,Lepidoptera,Pollination,NA,Visual,NA,NA,Richness,Abundance,NA,NA,No,NA,NA,NA,
331,No_Enviro_Variable,NA,NA,Conventional,Organic,NA,Cropping,NA,Corn,Bean,Africa,Kenya,Tropical_Subtropical,Tropical_Subtropical_Grasslands,NA,NA,NA,NA,Isoptera,NA,NA,Bio_Indicators,NA,Leaf_Litter_Sample,Soil_Monoliths,NA,Abundance,Activity,Occurrence,Diversity,No,NA,NA,NA,
332,No_Enviro_Variable,NA,NA,Conventional,NA,NA,Cropping,NA,Soybean,NA,North_America,USA,Temperate,Temperate_Grasslands,NA,NA,NA,NA,Aphididae,Plant_Dwelling,NA,Biological_Control,NA,Sweep_Netting,Exclusion,Visual,Abundance,Composition,NA,NA,No,NA,NA,NA,
333,Site,Distance_To_Habitat,Proportion_Veg,Conventional,Conservation_Agriculture,NA,Cropping,NA,Wheat,Barely,Europe,Denmark,Temperate,Temperate_Forest,55.26,11.33,NA,NA,Coleoptera,Arachnida,NA,Natural_Enemies,NA,Pitfall_trap,NA,NA,Activity,Abundance,NA,NA,Yes,Size,NA,NA,
334,Site,Veg_Type,NA,Unspecified,NA,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Oceania,New_Zealand,Temperate,Temperate_Grasslands,NA,NA,Shrublands,NA,Lepidoptera,NA,NA,Biodiversity_Ecosystem_Resilience,NA,Visual,NA,NA,Abundance,Richness,NA,NA,No,NA,NA,NA,
335,Landscape,Proportion_Habitat,Proportion_Farming,Unspecified,NA,NA,Orchid,NA,Almond_Orchid,NA,North_America,USA,Temperate,Temperate_Grasslands,NA,NA,Grassland,Wetland,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Population_Change,NA,NA,NA,No,NA,NA,NA,
336,No_Enviro_Variable,NA,NA,IPM,Ecological_Cultivation,NA,Orchid,NA,Apple,NA,Europe,Poland,Temperate,Temperate_Forest,49.82,22.79,Woodland,NA,Coleoptera,NA,NA,Natural_Enemies,NA,Pan_trap,NA,NA,Composition,Richness,NA,NA,No,NA,NA,NA,
337,No_Enviro_Variable,NA,NA,Conventional,Agroecological,NA,Agroforestry,Veg_Fruit_Ground,Various_AgForestry,Various_Veg,South_America,Brazil,Tropical_Subtropical,Tropical_Subtropical_Grasslands,-15.5775,-47.740833,NA,NA,Plant_Dwelling,NA,NA,Biological_Control,NA,Sweep_Netting,Suction,NA,Diversity,Abundance,Richness,NA,Yes,Trophic_Group,NA,NA,
338,No_Enviro_Variable,NA,NA,Intensity_Gradient,NA,NA,Livestock,Cropping,Dairy,Various_Crops,Oceania,New_Zealand,Temperate,Temperate_Grasslands,NA,NA,NA,NA,Hymenoptera,Diptera,NA,Pollination,NA,Flight_interception_traps,Pan_trap,NA,Richness,Composition,NA,NA,Yes,Size,Diet,Social_Behaviour,
339,Site,Proportion_Veg,Canopy_Cover,Conventional,NA,NA,Agroforestry,NA,Oil_Palm_Plantation,NA,Asia,Indonesia,Tropical_Subtropical,Tropical_Subtropical_Forest,-1.95,103.25,Lowland_Dipterocarp_Forest,NA,Flying_Community,NA,NA,Pollination,Biological_Control,Sweep_Netting,Visual,NA,Abundance,NA,NA,NA,Yes,Trophic_Group,NA,NA,
340,Site,Weed_Richness,NA,Conventional,NA,NA,Cropping,NA,Oilseed_Rape_Fields,Wheat,Europe,Multiple,Temperate,Temperate_Forest,NA,NA,NA,NA,Coleoptera,NA,NA,Natural_Enemies,NA,Suction,Pitfall_trap,Visual,Composition,Density,NA,NA,Yes,Diet,NA,NA,
341,Site,Leaf_Hairiness,NA,Organic,Conventional,NA,Cropping,Veg_Fruit_Ground,Wheat,Vineyard,Europe,Italy,Temperate,Temperate_Forest,NA,NA,Woodland,NA,Mites,NA,NA,Natural_Enemies,NA,Collected_Veg,NA,NA,Abundance,Composition,NA,NA,No,NA,NA,NA,
342,No_Enviro_Variable,NA,NA,Conventional,NA,NA,Cropping,NA,Sugar_Beet,Oilseed_Rape_Fields,Europe,Multiple,Temperate,Temperate_Forest,NA,NA,Grassland,NA,Plant_Dwelling,NA,NA,Food_Source,NA,Suction,NA,NA,Abundance,NA,NA,NA,No,NA,NA,NA,
343,No_Enviro_Variable,NA,NA,Intensity_Gradient,NA,NA,Livestock,NA,Sheep_Grazing,Cattle_Grazing,Europe,Ireland,Temperate,Temperate_Forest,NA,NA,NA,NA,Hymenoptera,NA,NA,Pollination,NA,Malaise_Trap,NA,NA,Richness,Abundance,NA,NA,No,NA,NA,NA,
344,Both,Proportion_Habitat,Proportion_Veg,Organic,Conventional,NA,Cropping,NA,Wheat,Barely,Europe,England,Temperate,Temperate_Forest,NA,NA,NA,NA,Plant_Dwelling,NA,NA,Biodiversity_Ecosystem_Resilience,NA,Suction,NA,NA,Abundance,Biomass,NA,NA,Yes,Trophic_Group,NA,NA,
345,Site,Veg_Species_Rich,Proportion_Veg,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Vineyard,NA,Europe,France,Mediterrane,Mediterrane,NA,NA,NA,NA,Plant_Dwelling,Surface_Active,NA,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,Sticky_Traps,NA,Abundance,NA,NA,NA,Yes,Diet,NA,NA,
346,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Cropping,NA,Soybean,NA,North_America,USA,Temperate,Temperate_Forest,33.726972,-83.300917,Wetland,Grassland,Plant_Dwelling,Surface_Active,Flying_Community,Biodiversity_Ecosystem_Resilience,NA,Pitfall_trap,Sweep_Netting,Pan_trap,Abundance,NA,NA,NA,Yes,Trophic_Group,Specialised_Or_Not,NA,
347,Both,Proportion_Habitat,Flower_Abundance,Organic,Conventional,NA,Veg_Fruit_Ground,NA,Watermelon,Tomato,North_America,USA,Temperate,Temperate_Forest,NA,NA,Moist_Deciduous_Forest,Woodland,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Insect_Flower_Interactions,Composition,NA,NA,Yes,Social_Behaviour,Nesting_Strategy,NA,
348,Landscape,Proportion_Habitat,NA,Organic,Conventional,NA,Orchid,NA,Almond_Orchid,NA,North_America,USA,Temperate,Temperate_Forest,38.7,-121.95,Riparian,Woodland,Hymenoptera,Diptera,Formicidae,Pollination,NA,Visual,NA,NA,Richness,Insect_Flower_Interactions,NA,NA,No,NA,NA,NA,
349,No_Enviro_Variable,NA,NA,Unspecified,NA,NA,Cropping,NA,Oilseed_Rape_Fields,NA,Asia,China,Tropical_Subtropical,Tropical_Subtropical_Forest,28.35,115.26,NA,NA,Hymenoptera,Lepidoptera,Diptera,Pollination,NA,Pan_trap,Exclusion,NA,Abundance,Diversity,NA,NA,No,NA,NA,NA,
350,Site,Flower_Abundance,NA,Unspecified,NA,NA,Veg_Fruit_Ground,NA,Blueberry,Cucurbits,North_America,USA,Temperate,Temperate_Forest,NA,NA,NA,NA,Hymenoptera,Plant_Dwelling,NA,Pollination,Biological_Control,Pitfall_trap,Sweep_Netting,Pan_trap,Richness,Abundance,Insect_Flower_Interactions,NA,Yes,Trophic_Group,NA,NA,
351,Site,Soil_Properties,NA,Commercial,NA,NA,Veg_Fruit_Ground,Cropping,Tomato,Cotton,North_America,USA,Mediterrane,Mediterrane,36.341389,-120.120556,NA,NA,Endogeic_Community,NA,NA,Decomp_Soil_Properties,NA,Soil_Monoliths,NA,NA,Abundance,Richness,Diversity,Composition,No,NA,NA,NA,
352,No_Enviro_Variable,NA,NA,Organic,NA,NA,Orchid,NA,Apple,NA,Europe,Switzerland,Temperate,Temperate_Forest,47.366667,8.283333,Moist_Deciduous_Forest,NA,Formicidae,Parasitoid,Coleoptera,Biological_Control,NA,Collected_Veg,Exclusion,NA,Parasitism,Density,NA,NA,No,NA,NA,NA,
353,Both,Proportion_Flowers,Habitat_Connectivity,Homegardens,NA,NA,Cropping,NA,Rice,NA,Asia,Philippines,Tropical_Subtropical,Tropical_Subtropical_Forest,16.9,121.05,Woodland,Moist_Montane_Forest,Hymenoptera,NA,NA,Pollination,NA,Visual,NA,NA,Abundance,Richness,Insect_Flower_Interactions,NA,No,NA,NA,NA,
354,No_Enviro_Variable,NA,NA,Conventional,NA,NA,Cropping,NA,Maize,Soybean,North_America,USA,Temperate,Temperate_Grasslands,40.079,-88.216,Woodland,NA,Formicidae,NA,NA,Natural_Enemies,NA,Pitfall_trap,Sentinel_Artificial_Prey,NA,Richness,Composition,Diversity,Predation_Rate,No,NA,NA,NA,Sentinal prey
